country,Year,GDP,Population,Suicide
Kiribati,2010,-0.479,0.106,24.3
Kiribati,2011,2.75,0.105,24.7
Kiribati,2012,2.36,0.106,25.1
Kiribati,2013,2.45,0.108,25.6
Kuwait,1990,-23,0.0865,38.1
Kuwait,1991,28.9,0.0862,36.9
Kuwait,1992,13.1,0.0842,37
Kuwait,1993,19.7,0.0804,38.7
Kuwait,1994,-2.55,0.0751,42
Kuwait,1995,-6.67,0.0683,45.6
Kuwait,1996,-7.42,0.0737,48.7
Kuwait,1997,-0.156,0.0784,52.9
Kuwait,1998,-0.794,0.0813,56
Kuwait,1999,-0.356,0.082,60
Kuwait,2000,5.62,0.0808,60.8
Kuwait,2001,0.278,0.082,61.4
Kuwait,2002,2.59,0.0807,63.4
Kuwait,2003,15.8,0.0775,64.6
Kuwait,2004,10,0.0732,68.9
Kuwait,2005,9.94,0.0688,73
Kuwait,2006,4.94,0.0711,77.1
Kuwait,2007,3.31,0.0716,81.3
Kuwait,2008,5.38,0.0705,85.6
Kuwait,2009,-4.7,0.0681,88.4
Kuwait,2010,-1.77,0.065,88.8
Kuwait,2011,6.49,0.0615,89.8
Kuwait,2012,6.01,0.0594,94.2
Kuwait,2013,0.377,0.0584,96.7
Kyrgyz Republic,1990,1.21,0.0953,602
Kyrgyz Republic,1991,-8.3,0.0953,607
Kyrgyz Republic,1992,-14,0.0954,622
Kyrgyz Republic,1993,-14.8,0.0956,664
Kyrgyz Republic,1994,-19.4,0.0961,705
Kyrgyz Republic,1995,-5.34,0.097,728
Kyrgyz Republic,1996,7.1,0.0983,708
Kyrgyz Republic,1997,10.2,0.0998,694
Kyrgyz Republic,1998,2.46,0.102,699
Kyrgyz Republic,1999,3.85,0.103,718
Kyrgyz Republic,2000,5.41,0.106,733
Kyrgyz Republic,2001,4.92,0.107,739
Kyrgyz Republic,2002,-0.874,0.11,745
Kyrgyz Republic,2003,5.54,0.112,737
Kyrgyz Republic,2004,5.9,0.115,735
Kyrgyz Republic,2005,-0.984,0.116,751
Kyrgyz Republic,2006,2.79,0.117,758
Kyrgyz Republic,2007,8.87,0.118,757
Kyrgyz Republic,2008,7.72,0.116,743
Kyrgyz Republic,2009,2.87,0.114,729
Kyrgyz Republic,2010,-0.366,0.111,724
Kyrgyz Republic,2011,6.1,0.105,719
Kyrgyz Republic,2012,-0.871,0.1,716
Kyrgyz Republic,2013,10.6,0.0952,694
Lao,1990,3.09,0.109,530
Lao,1991,3.05,0.108,546
Lao,1992,5.29,0.107,564
Lao,1993,10,0.106,583
Lao,1994,6,0.106,600
Lao,1995,5,0.106,618
Lao,1996,2.17,0.106,626
Lao,1997,4.88,0.106,635
Lao,1998,2.54,0.107,642
Lao,1999,7.15,0.108,623
Lao,2000,5.01,0.109,615
Lao,2001,4.88,0.111,615
Lao,2002,4.94,0.113,601
Lao,2003,4.83,0.115,601
Lao,2004,5.41,0.117,599
Lao,2005,6.13,0.12,604
Lao,2006,8.64,0.121,610
Lao,2007,7.84,0.122,616
Lao,2008,7.79,0.123,623
Lao,2009,7.5,0.123,631
Lao,2010,8.13,0.122,629
Lao,2011,8.04,0.119,623
Lao,2012,7.3,0.116,629
Lao,2013,7.6,0.112,635
Latvia,1990,-7.54,0.0694,822
Latvia,1991,-12.9,0.0686,872
Latvia,1992,-32.2,0.0674,950
Latvia,1993,-4.83,0.066,1100
Latvia,1994,2.01,0.0652,1190
Latvia,1995,-1.1,0.0653,1120
Latvia,1996,3.55,0.0664,975
Latvia,1997,9.04,0.0682,928
Latvia,1998,5.62,0.0705,938
Latvia,1999,4.82,0.0728,869
Latvia,2000,6.94,0.0749,828
Latvia,2001,7.83,0.0768,833
Latvia,2002,6.66,0.0787,791
Latvia,2003,7.04,0.0803,739
Latvia,2004,8.57,0.0812,702
Latvia,2005,10.5,0.0809,703
Latvia,2006,11.6,0.0782,698
Latvia,2007,10,0.0747,666
Latvia,2008,-2.97,0.0707,624
Latvia,2009,-17,0.0666,583
Latvia,2010,0.619,0.0625,554
Latvia,2011,7.38,0.058,523
Latvia,2012,6.5,0.0533,508
Latvia,2013,4.03,0.049,495
Lebanon,1990,32.3,0.114,103
Lebanon,1991,45.9,0.115,101
Lebanon,1992,-11.3,0.115,103
Lebanon,1993,6.84,0.113,105
Lebanon,1994,8.49,0.109,105
Lebanon,1995,7.93,0.106,104
Lebanon,1996,4.11,0.102,103
Lebanon,1997,11.6,0.0988,101
Lebanon,1998,14.2,0.0958,98.9
Lebanon,1999,7.55,0.0934,97.4
Lebanon,2000,6.75,0.0915,97.7
Lebanon,2001,12.9,0.0914,98.8
Lebanon,2002,14.1,0.0921,101
Lebanon,2003,11.8,0.0933,103
Lebanon,2004,18.3,0.0951,107
Lebanon,2005,11.9,0.0976,109
Lebanon,2006,2.38,0.0988,109
Lebanon,2007,9.39,0.101,109
Lebanon,2008,8.04,0.102,109
Lebanon,2009,8.38,0.104,109
Lebanon,2010,6.4,0.104,111
Lebanon,2011,0.951,0.102,116
Lebanon,2012,1.3,0.0993,122
Lebanon,2013,0.793,0.0966,129
Lesotho,1990,6.15,0.114,271
Lesotho,1991,2.52,0.114,268
Lesotho,1992,7.44,0.114,271
Lesotho,1993,3.43,0.115,272
Lesotho,1994,5.11,0.117,280
Lesotho,1995,2.02,0.118,282
Lesotho,1996,5.88,0.12,289
Lesotho,1997,3.6,0.121,300
Lesotho,1998,2.1,0.122,325
Lesotho,1999,2.98,0.123,344
Lesotho,2000,5.14,0.124,377
Lesotho,2001,4.23,0.125,385
Lesotho,2002,0.532,0.124,403
Lesotho,2003,4.69,0.124,428
Lesotho,2004,2.29,0.123,443
Lesotho,2005,2.7,0.123,453
Lesotho,2006,4.31,0.121,463
Lesotho,2007,4.73,0.119,475
Lesotho,2008,5.39,0.117,494
Lesotho,2009,2.86,0.116,502
Lesotho,2010,5.61,0.114,518
Lesotho,2011,4.2,0.111,523
Lesotho,2012,6.86,0.108,536
Lesotho,2013,6.63,0.106,552
Liberia,1990,-51,0.104,120
Liberia,1991,-14.2,0.105,120
Liberia,1992,-35.1,0.106,119
Liberia,1993,-33,0.107,119
Liberia,1994,-21.8,0.107,124
Liberia,1995,-4.27,0.108,125
Liberia,1996,12.1,0.109,142
Liberia,1997,106,0.109,153
Liberia,1998,29.7,0.109,166
Liberia,1999,22.9,0.109,174
Liberia,2000,22.4,0.109,185
Liberia,2001,2.88,0.108,195
Liberia,2002,3.68,0.107,211
Liberia,2003,-31,0.106,219
Liberia,2004,2.6,0.105,233
Liberia,2005,5.3,0.104,249
Liberia,2006,13.5,0.103,261
Liberia,2007,8.6,0.101,275
Liberia,2008,8.05,0.1,287
Liberia,2009,7.75,0.0998,300
Liberia,2010,7.26,0.0998,313
Liberia,2011,8.24,0.1,326
Liberia,2012,8.53,0.101,335
Liberia,2013,7.81,0.103,347
Libya,1990,-1.61,0.118,137
Libya,1991,-5.73,0.118,141
Libya,1992,-3.88,0.119,145
Libya,1993,-4.21,0.119,150
Libya,1994,-0.844,0.119,155
Libya,1995,1.04,0.119,160
Libya,1996,5.49,0.119,164
Libya,1997,6.5,0.118,174
Libya,1998,-3.23,0.117,182
Libya,1999,1.49,0.116,192
Libya,2000,3.85,0.115,202
Libya,2001,6.38,0.115,211
Libya,2002,1.88,0.115,220
Libya,2003,6.45,0.114,229
Libya,2004,5.61,0.113,237
Libya,2005,7.01,0.111,244
Libya,2006,6.5,0.108,250
Libya,2007,6.35,0.105,257
Libya,2008,2.67,0.102,261
Libya,2009,-0.79,0.0993,263
Libya,2010,4.65,0.0965,264
Libya,2011,-61.2,0.0933,269
Libya,2012,103,0.0906,269
Libya,2013,-10.2,0.0884,268
Lithuania,1990,-2.68,0.0746,1180
Lithuania,1991,-5.83,0.0737,1310
Lithuania,1992,-21.4,0.0726,1380
Lithuania,1993,-16.3,0.0714,1620
Lithuania,1994,-10.1,0.0704,1760
Lithuania,1995,4.7,0.0701,1780
Lithuania,1996,4.13,0.0697,1720
Lithuania,1997,6.32,0.0701,1650
Lithuania,1998,6.57,0.0712,1650
Lithuania,1999,-2.35,0.0728,1620
Lithuania,2000,3.32,0.0745,1610
Lithuania,2001,6.03,0.0756,1660
Lithuania,2002,6.64,0.0765,1590
Lithuania,2003,9.61,0.0771,1560
Lithuania,2004,7.19,0.0774,1520
Lithuania,2005,7.42,0.0772,1560
Lithuania,2006,7.88,0.0764,1540
Lithuania,2007,9.79,0.0756,1550
Lithuania,2008,2.86,0.0748,1470
Lithuania,2009,-14.8,0.0738,1320
Lithuania,2010,2.61,0.0725,1290
Lithuania,2011,14.3,0.0698,1240
Lithuania,2012,4.58,0.0666,1200
Lithuania,2013,3.36,0.0633,1200
Luxembourg,1990,5.36,0.0582,77.4
Luxembourg,1991,9.01,0.0574,76.6
Luxembourg,1992,1.53,0.0568,75.7
Luxembourg,1993,4.04,0.0561,75.5
Luxembourg,1994,4.07,0.0553,75.4
Luxembourg,1995,1.17,0.0545,74.4
Luxembourg,1996,3.21,0.0547,74
Luxembourg,1997,8.93,0.055,73.3
Luxembourg,1998,7.5,0.0553,71.2
Luxembourg,1999,7.74,0.0555,69.7
Luxembourg,2000,8.92,0.0555,67.8
Luxembourg,2001,0.936,0.0561,66.9
Luxembourg,2002,1.54,0.0567,65.9
Luxembourg,2003,2.17,0.0572,64.6
Luxembourg,2004,4.07,0.0578,64.3
Luxembourg,2005,5.51,0.0584,62.5
Luxembourg,2006,5.23,0.0591,61.9
Luxembourg,2007,7.14,0.0595,61.1
Luxembourg,2008,-0.191,0.0596,59.9
Luxembourg,2009,-3.71,0.0596,60.1
Luxembourg,2010,3,0.0594,60.4
Luxembourg,2011,0.99,0.0605,61
Luxembourg,2012,-1.04,0.061,61.7
Luxembourg,2013,1.27,0.0611,62.4
Madagascar,1990,3.92,0.107,721
Madagascar,1991,-6.23,0.107,734
Madagascar,1992,1.29,0.108,748
Madagascar,1993,2.21,0.108,783
Madagascar,1994,0.118,0.108,792
Madagascar,1995,1.84,0.108,808
Madagascar,1996,2.24,0.107,831
Madagascar,1997,3.86,0.106,849
Madagascar,1998,4.05,0.106,871
Madagascar,1999,4.84,0.105,878
Madagascar,2000,4.9,0.105,890
Madagascar,2001,6.06,0.104,902
Madagascar,2002,-12.7,0.104,928
Madagascar,2003,9.81,0.104,958
Madagascar,2004,5.28,0.104,980
Madagascar,2005,4.57,0.104,997
Madagascar,2006,5.28,0.105,1020
Madagascar,2007,6.52,0.105,1040
Madagascar,2008,7.42,0.106,1070
Madagascar,2009,-3.85,0.107,1120
Madagascar,2010,0.715,0.108,1170
Madagascar,2011,2.13,0.109,1210
Madagascar,2012,2.83,0.11,1250
Madagascar,2013,2.71,0.111,1290
Malawi,1990,4.77,0.102,503
Malawi,1991,7.8,0.103,519
Malawi,1992,-7.92,0.103,547
Malawi,1993,10.8,0.103,569
Malawi,1994,-11.6,0.104,611
Malawi,1995,9.02,0.103,641
Malawi,1996,9.67,0.103,670
Malawi,1997,3.79,0.103,695
Malawi,1998,2.36,0.102,734
Malawi,1999,1.24,0.102,751
Malawi,2000,1.58,0.103,752
Malawi,2001,-4.97,0.105,741
Malawi,2002,2.86,0.107,738
Malawi,2003,-3.79,0.109,752
Malawi,2004,15.8,0.111,772
Malawi,2005,3.27,0.112,779
Malawi,2006,4.67,0.113,800
Malawi,2007,9.62,0.112,821
Malawi,2008,8.34,0.112,850
Malawi,2009,8.94,0.111,875
Malawi,2010,6.68,0.111,906
Malawi,2011,4.55,0.111,935
Malawi,2012,2.27,0.111,958
Malawi,2013,5.4,0.111,978
Malaysia,1990,10.2,0.102,1280
Malaysia,1991,10,0.101,1310
Malaysia,1992,9.25,0.1,1340
Malaysia,1993,10.2,0.0996,1360
Malaysia,1994,9.48,0.0988,1410
Malaysia,1995,10.2,0.0982,1450
Malaysia,1996,10.4,0.0981,1490
Malaysia,1997,7.7,0.0981,1530
Malaysia,1998,-7.04,0.0982,1570
Malaysia,1999,6.48,0.0982,1600
Malaysia,2000,8.91,0.0981,1630
Malaysia,2001,0.667,0.0989,1660
Malaysia,2002,4.47,0.0996,1700
Malaysia,2003,6.13,0.1,1750
Malaysia,2004,7.15,0.1,1770
Malaysia,2005,5.17,0.1,1810
Malaysia,2006,6.13,0.101,1820
Malaysia,2007,6.75,0.101,1840
Malaysia,2008,5.21,0.101,1870
Malaysia,2009,-1.84,0.101,1920
Malaysia,2010,6.96,0.1,1960
Malaysia,2011,5.39,0.099,2020
Malaysia,2012,5.97,0.0977,2090
Malaysia,2013,5.33,0.0965,2140
Maldives,1990,16.1,0.102,13.6
Maldives,1991,7.39,0.101,13.5
Maldives,1992,5.92,0.1,13.5
Maldives,1993,5.81,0.1,13.6
Maldives,1994,6.33,0.101,13.4
Maldives,1995,6.86,0.104,13.1
Maldives,1996,8.66,0.107,12.6
Maldives,1997,11.4,0.112,12.4
Maldives,1998,9.27,0.118,11.8
Maldives,1999,7.78,0.123,11.6
Maldives,2000,4.41,0.128,11.6
Maldives,2001,3.29,0.132,11.4
Maldives,2002,6.14,0.135,11.2
Maldives,2003,9.25,0.136,11
Maldives,2004,11.3,0.136,10.6
Maldives,2005,-5.14,0.134,10.5
Maldives,2006,19.2,0.134,10.4
Maldives,2007,9.91,0.132,10.4
Maldives,2008,12,0.128,10.5
Maldives,2009,-3.96,0.122,10.8
Maldives,2010,6.69,0.114,10.9
Maldives,2011,6.68,0.108,10.9
Maldives,2012,0.524,0.0999,11.2
Maldives,2013,3.36,0.0913,11.3
Mali,1990,0.664,0.108,294
Mali,1991,-0.752,0.109,296
Mali,1992,8.8,0.109,304
Mali,1993,-1.9,0.11,310
Mali,1994,3.17,0.11,324
Mali,1995,7.54,0.111,338
Mali,1996,4.75,0.111,342
Mali,1997,7.17,0.111,342
Mali,1998,5.37,0.111,339
Mali,1999,7.22,0.111,341
Mali,2000,4.26,0.111,350
Mali,2001,12.7,0.11,356
Mali,2002,4.91,0.109,367
Mali,2003,7.85,0.108,371
Mali,2004,3,0.107,380
Mali,2005,6.69,0.106,387
Mali,2006,5.25,0.106,393
Mali,2007,4.3,0.105,405
Mali,2008,4.98,0.105,411
Mali,2009,4.46,0.105,425
Mali,2010,5.82,0.105,438
Mali,2011,2.66,0.104,445
Mali,2012,-0.0687,0.104,451
Mali,2013,1.62,0.104,464
Malta,1990,6.45,0.0739,20.5
Malta,1991,6.48,0.0747,20.7
Malta,1992,4.86,0.0754,21
Malta,1993,4.58,0.0761,21
Malta,1994,5.74,0.0768,21.2
Malta,1995,5.93,0.0772,21.3
Malta,1996,4.17,0.0771,21.4
Malta,1997,4.57,0.0765,22
Malta,1998,3.46,0.0757,22.6
Malta,1999,3.69,0.0749,23.1
Malta,2000,6.31,0.0741,23.3
Malta,2001,-1.79,0.0734,23.3
Malta,2002,2.48,0.0728,22.9
Malta,2003,-0.347,0.0722,22.6
Malta,2004,0.125,0.0717,22.5
Malta,2005,3.23,0.0711,22.6
Malta,2006,2.43,0.0706,23.1
Malta,2007,3.74,0.0698,23.7
Malta,2008,3.59,0.0686,24.1
Malta,2009,-3.11,0.0669,24.4
Malta,2010,3.01,0.065,24.3
Malta,2011,1.58,0.0638,24.3
Malta,2012,1.05,0.0622,24.3
Malta,2013,2.58,0.0604,24.1
Mauritania,1990,-1.2,0.109,69.7
Mauritania,1991,2.49,0.109,70.8
Mauritania,1992,0.679,0.109,73.3
Mauritania,1993,4.25,0.109,75.5
Mauritania,1994,4.07,0.109,79.3
Mauritania,1995,4.72,0.11,81.9
Mauritania,1996,6.38,0.11,84.4
Mauritania,1997,3.73,0.11,85.8
Mauritania,1998,3.72,0.11,87.4
Mauritania,1999,3.98,0.111,86.8
Mauritania,2000,4.97,0.111,87.4
Mauritania,2001,4.34,0.111,88.9
Mauritania,2002,4.07,0.111,88.9
Mauritania,2003,5.55,0.111,89.6
Mauritania,2004,5.11,0.111,92.2
Mauritania,2005,5.03,0.111,93.9
Mauritania,2006,11.5,0.11,94.5
Mauritania,2007,1.01,0.109,96.5
Mauritania,2008,3.5,0.108,99.1
Mauritania,2009,-1.21,0.107,102
Mauritania,2010,5.06,0.106,106
Mauritania,2011,3.84,0.105,109
Mauritania,2012,6.87,0.104,113
Mauritania,2013,6.5,0.104,118
Mauritius,1990,7.15,0.106,136
Mauritius,1991,6.66,0.103,138
Mauritius,1992,5.22,0.1,141
Mauritius,1993,7.23,0.0976,142
Mauritius,1994,4.95,0.0951,142
Mauritius,1995,3.9,0.093,146
Mauritius,1996,5.42,0.0923,148
Mauritius,1997,6.14,0.0918,144
Mauritius,1998,6.1,0.0907,148
Mauritius,1999,5.41,0.0886,147
Mauritius,2000,2.72,0.0861,141
Mauritius,2001,7.25,0.0833,133
Mauritius,2002,3.58,0.0808,131
Mauritius,2003,7.12,0.079,124
Mauritius,2004,4.86,0.0782,124
Mauritius,2005,3.16,0.0786,123
Mauritius,2006,4.55,0.0796,124
Mauritius,2007,5.6,0.0814,124
Mauritius,2008,5.86,0.0832,119
Mauritius,2009,2.91,0.0842,122
Mauritius,2010,4.26,0.0841,121
Mauritius,2011,3.97,0.0836,122
Mauritius,2012,3.31,0.0819,119
Mauritius,2013,3.1,0.0794,114
Mexico,1990,5.32,0.116,2980
Mexico,1991,4.29,0.114,3150
Mexico,1992,3.58,0.112,3360
Mexico,1993,1.92,0.111,3530
Mexico,1994,4.47,0.109,3720
Mexico,1995,-6.4,0.108,3920
Mexico,1996,5.36,0.107,4060
Mexico,1997,7.09,0.106,4280
Mexico,1998,5.19,0.105,4450
Mexico,1999,4.07,0.104,4480
Mexico,2000,6.71,0.103,4510
Mexico,2001,0.147,0.102,4600
Mexico,2002,1.09,0.101,4760
Mexico,2003,1.57,0.0996,4920
Mexico,2004,4.42,0.0984,4980
Mexico,2005,3.05,0.0974,5190
Mexico,2006,5.05,0.0971,5310
Mexico,2007,2.88,0.0972,5470
Mexico,2008,0.833,0.0975,5940
Mexico,2009,-6.33,0.0975,6400
Mexico,2010,5.03,0.0972,6670
Mexico,2011,3.86,0.0964,6860
Mexico,2012,3.91,0.095,6960
Mexico,2013,1.06,0.0934,7170
"Micronesia, Fed. Sts.",1990,4.13,0.115,17.2
"Micronesia, Fed. Sts.",1991,7.38,0.112,17.7
"Micronesia, Fed. Sts.",1992,3.96,0.11,18.1
"Micronesia, Fed. Sts.",1993,8.08,0.111,18.3
"Micronesia, Fed. Sts.",1994,-0.602,0.113,18.6
"Micronesia, Fed. Sts.",1995,7,0.117,18.7
"Micronesia, Fed. Sts.",1996,-3.21,0.117,18.8
"Micronesia, Fed. Sts.",1997,-6.17,0.118,18.8
"Micronesia, Fed. Sts.",1998,2.89,0.12,18.6
"Micronesia, Fed. Sts.",1999,1.44,0.123,18.4
"Micronesia, Fed. Sts.",2000,4.8,0.125,18.2
"Micronesia, Fed. Sts.",2001,2.17,0.126,17.9
"Micronesia, Fed. Sts.",2002,1.19,0.125,17.9
"Micronesia, Fed. Sts.",2003,2.55,0.125,17.7
"Micronesia, Fed. Sts.",2004,-2.47,0.124,17.7
"Micronesia, Fed. Sts.",2005,2.99,0.125,17.8
"Micronesia, Fed. Sts.",2006,0.659,0.121,17.9
"Micronesia, Fed. Sts.",2007,-1.24,0.118,18
"Micronesia, Fed. Sts.",2008,-1.76,0.116,18
"Micronesia, Fed. Sts.",2009,1.75,0.116,18.1
"Micronesia, Fed. Sts.",2010,3.25,0.117,18.4
"Micronesia, Fed. Sts.",2011,2.68,0.117,18.4
"Micronesia, Fed. Sts.",2012,0.769,0.117,18.3
"Micronesia, Fed. Sts.",2013,1.36,0.116,18.4
Moldova,1990,-2.59,0.078,827
Moldova,1991,-17.8,0.079,881
Moldova,1992,-29.3,0.0799,836
Moldova,1993,-1.56,0.081,855
Moldova,1994,-31.2,0.0824,970
Moldova,1995,-1.82,0.0842,997
Moldova,1996,-6.38,0.0866,945
Moldova,1997,0.871,0.0889,820
Moldova,1998,-7.41,0.091,787
Moldova,1999,-4.56,0.093,805
Moldova,2000,0.652,0.0952,806
Moldova,2001,4.36,0.0971,803
Moldova,2002,5.82,0.0991,801
Moldova,2003,4.24,0.101,809
Moldova,2004,5.35,0.101,809
Moldova,2005,5.57,0.1,871
Moldova,2006,3.64,0.0979,852
Moldova,2007,2.04,0.0945,834
Moldova,2008,6.98,0.0902,821
Moldova,2009,-6.7,0.0856,811
Moldova,2010,6.32,0.0814,829
Moldova,2011,6.06,0.0765,713
Moldova,2012,-1.43,0.0718,716
Moldova,2013,8.12,0.0673,682
Mongolia,1990,-3.12,0.112,337
Mongolia,1991,-9.95,0.111,366
Mongolia,1992,-10.2,0.11,393
Mongolia,1993,-3.65,0.109,417
Mongolia,1994,1.83,0.108,434
Mongolia,1995,6.05,0.108,453
Mongolia,1996,2.34,0.109,473
Mongolia,1997,4.21,0.109,484
Mongolia,1998,3.88,0.109,486
Mongolia,1999,3.57,0.11,497
Mongolia,2000,1.35,0.112,519
Mongolia,2001,3.16,0.115,538
Mongolia,2002,4.88,0.119,546
Mongolia,2003,7.17,0.124,570
Mongolia,2004,10.9,0.126,586
Mongolia,2005,7.64,0.126,598
Mongolia,2006,8.81,0.124,597
Mongolia,2007,10.4,0.119,593
Mongolia,2008,8.84,0.114,593
Mongolia,2009,-1.5,0.107,596
Mongolia,2010,6.34,0.101,593
Mongolia,2011,18,0.0955,601
Mongolia,2012,12,0.0902,597
Mongolia,2013,11.1,0.0853,581
Montenegro,1990,-6.39,0.085,62.9
Montenegro,1991,-10.4,0.0839,64.2
Montenegro,1992,-23.2,0.0822,66.2
Montenegro,1993,-36.5,0.0802,68.4
Montenegro,1994,1.07,0.0786,70.4
Montenegro,1995,13.1,0.0776,72
Montenegro,1996,25.4,0.0774,72.8
Montenegro,1997,4.13,0.078,73.5
Montenegro,1998,2.14,0.0791,73.9
Montenegro,1999,-9.92,0.0801,74.2
Montenegro,2000,2.37,0.0805,73.3
Montenegro,2001,1.67,0.0805,75.4
Montenegro,2002,3.61,0.0796,75.7
Montenegro,2003,4.93,0.0781,76.1
Montenegro,2004,6.9,0.0765,76.8
Montenegro,2005,6.18,0.0749,78.8
Montenegro,2006,8.49,0.0734,81.8
Montenegro,2007,8.47,0.0726,81.2
Montenegro,2008,6.84,0.0722,81.3
Montenegro,2009,-5.91,0.0721,82.4
Montenegro,2010,2.17,0.0718,81.5
Montenegro,2011,7.57,0.0705,80.6
Montenegro,2012,-2.65,0.0692,80.1
Montenegro,2013,3.21,0.0681,79.6
Morocco,1990,3.37,0.108,992
Morocco,1991,6.46,0.108,1030
Morocco,1992,-4.42,0.107,1060
Morocco,1993,-1.46,0.107,1110
Morocco,1994,9.87,0.108,1140
Morocco,1995,-7.06,0.109,1160
Morocco,1996,11.6,0.11,1210
Morocco,1997,-2.83,0.111,1270
Morocco,1998,7.29,0.112,1310
Morocco,1999,-0.63,0.113,1400
Morocco,2000,0.455,0.113,1470
Morocco,2001,5.71,0.112,1520
Morocco,2002,2.6,0.11,1570
Morocco,2003,5.47,0.107,1610
Morocco,2004,4.59,0.105,1640
Morocco,2005,1.82,0.104,1680
Morocco,2006,7.67,0.103,1710
Morocco,2007,2.61,0.102,1740
Morocco,2008,5.49,0.101,1760
Morocco,2009,4.67,0.0998,1790
Morocco,2010,3.57,0.0982,1810
Morocco,2011,4.94,0.096,1800
Morocco,2012,2.66,0.0931,1800
Morocco,2013,4.53,0.0901,1800
Mozambique,1990,1.29,0.11,955
Mozambique,1991,5.18,0.11,979
Mozambique,1992,-6.85,0.109,1020
Mozambique,1993,8.62,0.107,1070
Mozambique,1994,3.38,0.106,1100
Mozambique,1995,1.27,0.104,1130
Mozambique,1996,6.95,0.105,1160
Mozambique,1997,11.3,0.105,1180
Mozambique,1998,12.8,0.106,1180
Mozambique,1999,7.78,0.106,1190
Mozambique,2000,2.06,0.106,1220
Mozambique,2001,13.7,0.106,1200
Mozambique,2002,8.27,0.106,1230
Mozambique,2003,8.9,0.105,1240
Mozambique,2004,8.57,0.105,1260
Mozambique,2005,7.29,0.104,1320
Mozambique,2006,9.22,0.104,1360
Mozambique,2007,7.75,0.104,1410
Mozambique,2008,7.24,0.104,1450
Mozambique,2009,6.7,0.105,1490
Mozambique,2010,7.43,0.105,1530
Mozambique,2011,7.64,0.106,1570
Mozambique,2012,6.95,0.106,1610
Mozambique,2013,6.9,0.107,1670
Myanmar,1990,3.04,0.11,3060
Myanmar,1991,-0.429,0.109,3150
Myanmar,1992,3.92,0.109,3230
Myanmar,1993,2.81,0.109,3310
Myanmar,1994,3.1,0.11,3390
Myanmar,1995,2.97,0.11,3440
Myanmar,1996,2.89,0.11,3490
Myanmar,1997,2.73,0.11,3540
Myanmar,1998,2.7,0.11,3580
Myanmar,1999,4.04,0.11,3560
Myanmar,2000,4.65,0.11,3540
Myanmar,2001,3.75,0.108,3520
Myanmar,2002,3.76,0.106,3510
Myanmar,2003,4.17,0.103,3460
Myanmar,2004,3.81,0.101,3440
Myanmar,2005,0.0419,0.0995,3420
Myanmar,2006,11.5,0.0971,3330
Myanmar,2007,10.5,0.0951,3270
Myanmar,2008,2.28,0.0938,3200
Myanmar,2009,3.84,0.0932,3140
Myanmar,2010,4.05,0.0931,3090
Myanmar,2011,4.19,0.0932,3060
Myanmar,2012,6.04,0.0933,3030
Myanmar,2013,6.25,0.0936,3010
Namibia,1990,-2.92,0.115,152
Namibia,1991,6.44,0.115,156
Namibia,1992,10.1,0.114,163
Namibia,1993,-1.8,0.114,168
Namibia,1994,6.96,0.113,177
Namibia,1995,4.45,0.113,189
Namibia,1996,3.37,0.112,202
Namibia,1997,4.68,0.112,211
Namibia,1998,3.94,0.112,224
Namibia,1999,4.01,0.113,234
Namibia,2000,3.27,0.113,246
Namibia,2001,2.15,0.114,245
Namibia,2002,3.16,0.114,251
Namibia,2003,4.2,0.116,249
Namibia,2004,7.35,0.117,247
Namibia,2005,5.2,0.117,243
Namibia,2006,7.15,0.117,239
Namibia,2007,5.48,0.117,233
Namibia,2008,3.46,0.117,232
Namibia,2009,-1.04,0.116,226
Namibia,2010,7.65,0.116,230
Namibia,2011,5.83,0.114,234
Namibia,2012,5.97,0.113,235
Namibia,2013,5.2,0.112,241
Nepal,1990,7.35,0.102,2250
Nepal,1991,6.29,0.103,2310
Nepal,1992,4.04,0.104,2330
Nepal,1993,3.8,0.105,2470
Nepal,1994,8.21,0.106,2520
Nepal,1995,3.49,0.106,2580
Nepal,1996,5.37,0.106,2590
Nepal,1997,4.09,0.105,2670
Nepal,1998,1.91,0.105,2740
Nepal,1999,3.34,0.105,2800
Nepal,2000,6.53,0.105,2890
Nepal,2001,5.32,0.104,2900
Nepal,2002,-0.3,0.103,2940
Nepal,2003,3.07,0.103,2950
Nepal,2004,3.53,0.103,2960
Nepal,2005,2.27,0.104,2970
Nepal,2006,1.73,0.105,2990
Nepal,2007,3.41,0.105,2980
Nepal,2008,6.11,0.106,2980
Nepal,2009,4.53,0.107,2980
Nepal,2010,4.82,0.108,2960
Nepal,2011,3.88,0.111,2950
Nepal,2012,5.42,0.114,2950
Nepal,2013,3.71,0.118,2950
Netherlands,1990,4.52,0.0719,2010
Netherlands,1991,2.64,0.0691,2030
Netherlands,1992,2.03,0.0663,2020
Netherlands,1993,1.69,0.0637,2030
Netherlands,1994,3.38,0.0614,2010
Netherlands,1995,3.6,0.0596,1980
Netherlands,1996,3.99,0.0586,1970
Netherlands,1997,4.64,0.0582,1950
Netherlands,1998,4.21,0.0582,1940
Netherlands,1999,4.91,0.0584,1950
Netherlands,2000,4.04,0.0586,1950
Netherlands,2001,2.04,0.0591,1960
Netherlands,2002,0.352,0.0595,1970
Netherlands,2003,0.715,0.0598,1940
Netherlands,2004,2.73,0.0601,1910
Netherlands,2005,2.09,0.0603,1890
Netherlands,2006,3.69,0.0608,1850
